gene,gene_id,chromosome,type
NOP16,ENSG00000048162,5,protein_coding
CC2D2A,ENSG00000048342,4,protein_coding
RRM2B,ENSG00000048392,8,protein_coding
ZNF800,ENSG00000048405,7,protein_coding
TNFRSF17,ENSG00000048462,16,protein_coding
SNX29,ENSG00000048471,16,protein_coding
LMO3,ENSG00000048540,12,protein_coding
MRPS10,ENSG00000048544,6,protein_coding
GUCA1A,ENSG00000048545,6,protein_coding
RSF1,ENSG00000048649,11,protein_coding
VPS13D,ENSG00000048707,1,protein_coding
CELF2,ENSG00000048740,10,protein_coding
FAM120A,ENSG00000048828,9,protein_coding
R3HDM1,ENSG00000048991,2,protein_coding
COL9A2,ENSG00000049089,1,protein_coding
KITLG,ENSG00000049130,12,protein_coding
ERCC8,ENSG00000049167,5,protein_coding
ADAMTS6,ENSG00000049192,5,protein_coding
H6PD,ENSG00000049239,1,protein_coding
VAMP3,ENSG00000049245,1,protein_coding
PER3,ENSG00000049246,1,protein_coding
UTS2,ENSG00000049247,1,protein_coding
TNFRSF9,ENSG00000049249,1,protein_coding
EPN3,ENSG00000049283,17,protein_coding
LTBP1,ENSG00000049323,2,protein_coding
RCN1,ENSG00000049449,11,protein_coding
ELN,ENSG00000049540,7,protein_coding
RFC2,ENSG00000049541,7,protein_coding
ARID1B,ENSG00000049618,6,protein_coding
CLPTM1L,ENSG00000049656,5,protein_coding
NEDD4L,ENSG00000049759,18,protein_coding
FOXP3,ENSG00000049768,X,protein_coding
PPP1R3F,ENSG00000049769,X,protein_coding
HEXB,ENSG00000049860,5,protein_coding
PTCD2,ENSG00000049883,5,protein_coding
JKAMP,ENSG00000050130,14,protein_coding
DKK3,ENSG00000050165,11,protein_coding
ARHGEF5,ENSG00000050327,7,protein_coding
NFE2L3,ENSG00000050344,7,protein_coding
MCUR1,ENSG00000050393,6,protein_coding
LIMA1,ENSG00000050405,12,protein_coding
LETMD1,ENSG00000050426,12,protein_coding
SLC4A8,ENSG00000050438,12,protein_coding
LAMC3,ENSG00000050555,9,protein_coding
PTGER3,ENSG00000050628,1,protein_coding
TNIP3,ENSG00000050730,4,protein_coding
MAPK9,ENSG00000050748,5,protein_coding
COL23A1,ENSG00000050767,5,protein_coding
BCAR1,ENSG00000050820,16,protein_coding
HERPUD1,ENSG00000051108,16,protein_coding
HOMER3,ENSG00000051128,19,protein_coding
RAD51,ENSG00000051180,15,protein_coding
POLQ,ENSG00000051341,3,protein_coding
PIK3CB,ENSG00000051382,3,protein_coding
CYBA,ENSG00000051523,16,protein_coding
THOC3,ENSG00000051596,5,protein_coding
HEBP2,ENSG00000051620,6,protein_coding
MPHOSPH9,ENSG00000051825,12,protein_coding
PLEKHA5,ENSG00000052126,12,protein_coding
PRSS8,ENSG00000052344,16,protein_coding
SIKE1,ENSG00000052723,1,protein_coding
RRP12,ENSG00000052749,10,protein_coding
FNIP2,ENSG00000052795,4,protein_coding
MSMO1,ENSG00000052802,4,protein_coding
TTC17,ENSG00000052841,11,protein_coding
ALX4,ENSG00000052850,11,protein_coding
FSTL4,ENSG00000053108,5,protein_coding
FOXN3,ENSG00000053254,14,protein_coding
METTL24,ENSG00000053328,6,protein_coding
AKR7A2,ENSG00000053371,1,protein_coding
MRTO4,ENSG00000053372,1,protein_coding
NNAT,ENSG00000053438,20,protein_coding
USE1,ENSG00000053501,19,protein_coding
MCF2L2,ENSG00000053524,3,protein_coding
NRIP2,ENSG00000053702,12,protein_coding
LAMA3,ENSG00000053747,18,protein_coding
AP5M1,ENSG00000053770,14,protein_coding
ANAPC4,ENSG00000053900,4,protein_coding
KCNQ1,ENSG00000053918,11,protein_coding
TRAPPC3,ENSG00000054116,1,protein_coding
THRAP3,ENSG00000054118,1,protein_coding
PHPT1,ENSG00000054148,9,protein_coding
ENTPD2,ENSG00000054179,9,protein_coding
LY75,ENSG00000054219,2,protein_coding
ARID4B,ENSG00000054267,1,protein_coding
OPN3,ENSG00000054277,1,protein_coding
SDCCAG8,ENSG00000054282,1,protein_coding
PTPRN,ENSG00000054356,2,protein_coding
HHAT,ENSG00000054392,1,protein_coding
KIF1B,ENSG00000054523,1,protein_coding
FOXC1,ENSG00000054598,6,protein_coding
TBC1D22A,ENSG00000054611,22,protein_coding
SYNE2,ENSG00000054654,14,protein_coding
PLEKHH1,ENSG00000054690,14,protein_coding
ATP9A,ENSG00000054793,20,protein_coding
SPO11,ENSG00000054796,20,protein_coding
CBLN4,ENSG00000054803,20,protein_coding
CHRDL2,ENSG00000054938,11,protein_coding
FAM168A,ENSG00000054965,11,protein_coding
RELT,ENSG00000054967,11,protein_coding
GALC,ENSG00000054983,14,protein_coding
NOP58,ENSG00000055044,2,protein_coding
SZRD1,ENSG00000055070,1,protein_coding
KCNH2,ENSG00000055118,7,protein_coding
CUL1,ENSG00000055130,7,protein_coding
FAM114A2,ENSG00000055147,5,protein_coding
CYFIP2,ENSG00000055163,5,protein_coding
TAB2,ENSG00000055208,6,protein_coding
GINM1,ENSG00000055211,6,protein_coding
EIF2AK2,ENSG00000055332,2,protein_coding
USP36,ENSG00000055483,17,protein_coding
KMT2C,ENSG00000055609,7,protein_coding
MCOLN3,ENSG00000055732,1,protein_coding
CCDC85A,ENSG00000055813,2,protein_coding
PUM2,ENSG00000055917,2,protein_coding
MRPL43,ENSG00000055950,10,protein_coding
ITIH4,ENSG00000055955,3,protein_coding
ITIH1,ENSG00000055957,3,protein_coding
HPF1,ENSG00000056050,4,protein_coding
ZFR,ENSG00000056097,5,protein_coding
ZNF280C,ENSG00000056277,X,protein_coding
NPFFR2,ENSG00000056291,4,protein_coding
PHF21B,ENSG00000056487,22,protein_coding
TRAF1,ENSG00000056558,9,protein_coding
RC3H2,ENSG00000056586,9,protein_coding
IL17RB,ENSG00000056736,3,protein_coding
TRAF3IP2,ENSG00000056972,6,protein_coding
GYG2,ENSG00000056998,X,protein_coding
DCBLD2,ENSG00000057019,3,protein_coding
SERPINB3,ENSG00000057149,18,protein_coding
SOAT1,ENSG00000057252,1,protein_coding
PKP2,ENSG00000057294,12,protein_coding
MSH4,ENSG00000057468,1,protein_coding
F7,ENSG00000057593,13,protein_coding
GDI2,ENSG00000057608,10,protein_coding
PRDM1,ENSG00000057657,6,protein_coding
ATG5,ENSG00000057663,6,protein_coding
TMCC3,ENSG00000057704,12,protein_coding
PITHD1,ENSG00000057757,1,protein_coding
MTA3,ENSG00000057935,2,protein_coding
USP13,ENSG00000058056,3,protein_coding
ATP11B,ENSG00000058063,3,protein_coding
LAMC2,ENSG00000058085,1,protein_coding
CDK14,ENSG00000058091,7,protein_coding
SEC61A1,ENSG00000058262,3,protein_coding
PPP1R12A,ENSG00000058272,12,protein_coding
RASGRF1,ENSG00000058335,15,protein_coding
CAMK2B,ENSG00000058404,7,protein_coding
CROCC,ENSG00000058453,1,protein_coding
POLR3E,ENSG00000058600,16,protein_coding
ATP2B4,ENSG00000058668,1,protein_coding
ZC3H11A,ENSG00000058673,1,protein_coding
RIOK2,ENSG00000058729,5,protein_coding
YIPF1,ENSG00000058799,1,protein_coding
NDC1,ENSG00000058804,1,protein_coding
DGKG,ENSG00000058866,3,protein_coding
FLYWCH1,ENSG00000059122,16,protein_coding
UNKL,ENSG00000059145,16,protein_coding
TBXAS1,ENSG00000059377,7,protein_coding
PARP12,ENSG00000059378,7,protein_coding
ALDH18A1,ENSG00000059573,10,protein_coding
TARBP1,ENSG00000059588,1,protein_coding
GATB,ENSG00000059691,4,protein_coding
MXD1,ENSG00000059728,2,protein_coding
CDK17,ENSG00000059758,12,protein_coding
DNAJC25,ENSG00000059769,9,protein_coding
SLC2A3,ENSG00000059804,12,protein_coding
PSD,ENSG00000059915,10,protein_coding
CTDP1,ENSG00000060069,18,protein_coding
YBX3,ENSG00000060138,12,protein_coding
STYK1,ENSG00000060140,12,protein_coding
WNK1,ENSG00000060237,12,protein_coding
CCAR1,ENSG00000060339,10,protein_coding
OGFR,ENSG00000060491,20,protein_coding
GNA15,ENSG00000060558,19,protein_coding
CREB3L3,ENSG00000060566,19,protein_coding
PIGV,ENSG00000060642,1,protein_coding
PTPRU,ENSG00000060656,1,protein_coding
SNRNP40,ENSG00000060688,1,protein_coding
RIMBP2,ENSG00000060709,12,protein_coding
COL11A1,ENSG00000060718,1,protein_coding
QSER1,ENSG00000060749,11,protein_coding
MPC1,ENSG00000060762,6,protein_coding
ACAA1,ENSG00000060971,3,protein_coding
BCAT1,ENSG00000060982,12,protein_coding
HDAC7,ENSG00000061273,12,protein_coding
LZTS1,ENSG00000061337,8,protein_coding
PRDM6,ENSG00000061455,5,protein_coding
WNT8A,ENSG00000061492,5,protein_coding
SPAG4,ENSG00000061656,20,protein_coding
NCKAP1,ENSG00000061676,2,protein_coding
MRPS35,ENSG00000061794,12,protein_coding
SFSWAP,ENSG00000061936,12,protein_coding
TNK2,ENSG00000061938,3,protein_coding
MON2,ENSG00000061987,12,protein_coding
CDH3,ENSG00000062038,16,protein_coding
ARSF,ENSG00000062096,X,protein_coding
GPBP1,ENSG00000062194,5,protein_coding
DGAT2,ENSG00000062282,11,protein_coding
ZNF112,ENSG00000062370,19,protein_coding
CS,ENSG00000062485,12,protein_coding
LTK,ENSG00000062524,15,protein_coding
MRPS24,ENSG00000062582,7,protein_coding
ELMO2,ENSG00000062598,20,protein_coding
WAPL,ENSG00000062650,10,protein_coding
VMP1,ENSG00000062716,17,protein_coding
APPBP2,ENSG00000062725,17,protein_coding
POLD1,ENSG00000062822,19,protein_coding
SEZ6,ENSG00000063015,17,protein_coding
EIF4B,ENSG00000063046,12,protein_coding
SLC6A16,ENSG00000063127,19,protein_coding
SPHK2,ENSG00000063176,19,protein_coding
RPL18,ENSG00000063177,19,protein_coding
CA11,ENSG00000063180,19,protein_coding
ISOC2,ENSG00000063241,19,protein_coding
U2AF2,ENSG00000063244,19,protein_coding
EPN1,ENSG00000063245,19,protein_coding
MED29,ENSG00000063322,19,protein_coding
AHRR,ENSG00000063438,5,protein_coding
GSC2,ENSG00000063515,22,protein_coding
ZNF275,ENSG00000063587,X,protein_coding
MTMR1,ENSG00000063601,X,protein_coding
GPC1,ENSG00000063660,2,protein_coding
ADCK1,ENSG00000063761,14,protein_coding
HAGH,ENSG00000063854,16,protein_coding
RNF4,ENSG00000063978,4,protein_coding
CASP8,ENSG00000064012,2,protein_coding
LIMCH1,ENSG00000064042,4,protein_coding
INTS13,ENSG00000064102,12,protein_coding
TM7SF3,ENSG00000064115,12,protein_coding
DLX3,ENSG00000064195,17,protein_coding
SPA17,ENSG00000064199,11,protein_coding
TSPAN32,ENSG00000064201,11,protein_coding
DMRT3,ENSG00000064218,9,protein_coding
ST3GAL6,ENSG00000064225,3,protein_coding
ATP2C2,ENSG00000064270,16,protein_coding
NGFR,ENSG00000064300,17,protein_coding
CDON,ENSG00000064309,11,protein_coding
TAF2,ENSG00000064313,8,protein_coding
HIPK2,ENSG00000064393,7,protein_coding
TNPO3,ENSG00000064419,7,protein_coding
RFXANK,ENSG00000064490,19,protein_coding
TMEM161A,ENSG00000064545,19,protein_coding
LPAR2,ENSG00000064547,19,protein_coding
CTSA,ENSG00000064601,20,protein_coding
SUGP2,ENSG00000064607,19,protein_coding
SLC12A2,ENSG00000064651,5,protein_coding
SNX24,ENSG00000064652,5,protein_coding
EYA2,ENSG00000064655,20,protein_coding
CNN2,ENSG00000064666,19,protein_coding
ABCA7,ENSG00000064687,19,protein_coding
SNCAIP,ENSG00000064692,5,protein_coding
DDX20,ENSG00000064703,1,protein_coding
BTBD1,ENSG00000064726,15,protein_coding
FAR2,ENSG00000064763,12,protein_coding
BCAS1,ENSG00000064787,20,protein_coding
POU1F1,ENSG00000064835,3,protein_coding
CHI3L2,ENSG00000064886,1,protein_coding
SBNO2,ENSG00000064932,19,protein_coding
PMS1,ENSG00000064933,2,protein_coding
HMG20B,ENSG00000064961,19,protein_coding
CALCRL,ENSG00000064989,2,protein_coding
TAF11,ENSG00000064995,6,protein_coding
ANKS1A,ENSG00000064999,6,protein_coding
AP3D1,ENSG00000065000,19,protein_coding
ZNF76,ENSG00000065029,6,protein_coding
SLC9A3R2,ENSG00000065054,16,protein_coding
NTHL1,ENSG00000065057,16,protein_coding
GNAI3,ENSG00000065135,1,protein_coding
IPO5,ENSG00000065150,13,protein_coding
OAT,ENSG00000065154,10,protein_coding
WDR3,ENSG00000065183,1,protein_coding
PKN2,ENSG00000065243,1,protein_coding
WDR18,ENSG00000065268,19,protein_coding
TRAM2,ENSG00000065308,6,protein_coding
NTN1,ENSG00000065320,17,protein_coding
GLP2R,ENSG00000065325,17,protein_coding
MCM10,ENSG00000065328,10,protein_coding
DGKA,ENSG00000065357,12,protein_coding
ERBB3,ENSG00000065361,12,protein_coding
ROPN1,ENSG00000065371,3,protein_coding
ANKRD44,ENSG00000065413,2,protein_coding
ADAT1,ENSG00000065457,16,protein_coding
PDIA5,ENSG00000065485,3,protein_coding
TBC1D22B,ENSG00000065491,6,protein_coding
NDUFB4,ENSG00000065518,3,protein_coding
SPEN,ENSG00000065526,1,protein_coding
MYLK,ENSG00000065534,3,protein_coding
ZC3H15,ENSG00000065548,2,protein_coding
MAP2K4,ENSG00000065559,17,protein_coding
SNAP91,ENSG00000065609,6,protein_coding
SLK,ENSG00000065613,10,protein_coding
CYB5R4,ENSG00000065615,6,protein_coding
COL17A1,ENSG00000065618,10,protein_coding
GSTO2,ENSG00000065621,10,protein_coding
SEC61A2,ENSG00000065665,10,protein_coding
PRKCQ,ENSG00000065675,10,protein_coding
TLE2,ENSG00000065717,19,protein_coding
ASB1,ENSG00000065802,2,protein_coding
FAM107B,ENSG00000065809,10,protein_coding
ME1,ENSG00000065833,6,protein_coding
TBC1D1,ENSG00000065882,4,protein_coding
CDK13,ENSG00000065883,7,protein_coding
MTHFD2,ENSG00000065911,2,protein_coding
SLC9A7,ENSG00000065923,X,protein_coding
FOXJ2,ENSG00000065970,12,protein_coding
YBX1,ENSG00000065978,1,protein_coding
PDE4A,ENSG00000065989,19,protein_coding
PPP2R5A,ENSG00000066027,1,protein_coding
CTNNA2,ENSG00000066032,2,protein_coding
ELAVL1,ENSG00000066044,19,protein_coding
TIE1,ENSG00000066056,1,protein_coding
DIP2B,ENSG00000066084,12,protein_coding
SMARCD1,ENSG00000066117,12,protein_coding
KDM4A,ENSG00000066135,1,protein_coding
NFYC,ENSG00000066136,1,protein_coding
ZMYND12,ENSG00000066185,1,protein_coding
SLC9A3,ENSG00000066230,5,protein_coding
NGEF,ENSG00000066248,2,protein_coding
ASPM,ENSG00000066279,1,protein_coding
CD84,ENSG00000066294,1,protein_coding
ELOVL1,ENSG00000066322,1,protein_coding
SPI1,ENSG00000066336,11,protein_coding
MPPED2,ENSG00000066382,11,protein_coding
CLDN18,ENSG00000066405,3,protein_coding
ZBTB11,ENSG00000066422,3,protein_coding
ATXN3,ENSG00000066427,14,protein_coding
GOLGA5,ENSG00000066455,14,protein_coding
FGFR2,ENSG00000066468,10,protein_coding
LRRC40,ENSG00000066557,1,protein_coding
ISOC1,ENSG00000066583,5,protein_coding
EML1,ENSG00000066629,14,protein_coding
TRMT11,ENSG00000066651,6,protein_coding
THUMPD1,ENSG00000066654,16,protein_coding
MSANTD3,ENSG00000066697,9,protein_coding
KIF26A,ENSG00000066735,14,protein_coding
ATG2B,ENSG00000066739,14,protein_coding
ARFGEF1,ENSG00000066777,8,protein_coding
ACSM2B,ENSG00000066813,16,protein_coding
ZFAT,ENSG00000066827,8,protein_coding
MTFR1,ENSG00000066855,8,protein_coding
STAG3,ENSG00000066923,7,protein_coding
FECH,ENSG00000066926,18,protein_coding
MYO9A,ENSG00000066933,15,protein_coding
DDX3Y,ENSG00000067048,Y,protein_coding
PFKP,ENSG00000067057,10,protein_coding
IDI1,ENSG00000067064,10,protein_coding
SP100,ENSG00000067066,2,protein_coding
KLF6,ENSG00000067082,10,protein_coding
PLPP1,ENSG00000067113,5,protein_coding
NEO1,ENSG00000067141,15,protein_coding
TRAM1,ENSG00000067167,8,protein_coding
PHKA1,ENSG00000067177,X,protein_coding
TNFRSF1A,ENSG00000067182,12,protein_coding
CACNB1,ENSG00000067191,17,protein_coding
EVI5,ENSG00000067208,1,protein_coding
STOML1,ENSG00000067221,15,protein_coding
PKM,ENSG00000067225,15,protein_coding
DHX29,ENSG00000067248,5,protein_coding
DNTTIP2,ENSG00000067334,1,protein_coding
METTL22,ENSG00000067365,16,protein_coding
TP53BP1,ENSG00000067369,15,protein_coding
TRO,ENSG00000067445,X,protein_coding
RRP15,ENSG00000067533,1,protein_coding
RHOA,ENSG00000067560,3,protein_coding
DHX8,ENSG00000067596,17,protein_coding
PRKCZ,ENSG00000067606,1,protein_coding
ZFY,ENSG00000067646,Y,protein_coding
IARS2,ENSG00000067704,1,protein_coding
SYT1,ENSG00000067715,12,protein_coding
NAV3,ENSG00000067798,12,protein_coding
IDH3G,ENSG00000067829,X,protein_coding
ROGDI,ENSG00000067836,16,protein_coding
PDZD4,ENSG00000067840,X,protein_coding
ATP2B3,ENSG00000067842,X,protein_coding
ROCK1,ENSG00000067900,18,protein_coding
CBFB,ENSG00000067955,16,protein_coding
PDK3,ENSG00000067992,X,protein_coding
HYAL2,ENSG00000068001,3,protein_coding
HDAC4,ENSG00000068024,2,protein_coding
RASSF1,ENSG00000068028,3,protein_coding
FGFR3,ENSG00000068078,4,protein_coding
IFI35,ENSG00000068079,17,protein_coding
HEATR6,ENSG00000068097,17,protein_coding
COASY,ENSG00000068120,17,protein_coding
PLEKHH3,ENSG00000068137,17,protein_coding
MEF2A,ENSG00000068305,15,protein_coding
OTUD5,ENSG00000068308,X,protein_coding
TFE3,ENSG00000068323,X,protein_coding
TBC1D25,ENSG00000068354,X,protein_coding
ACSL4,ENSG00000068366,X,protein_coding
INPP5A,ENSG00000068383,10,protein_coding
GPKOW,ENSG00000068394,X,protein_coding
GRIPAP1,ENSG00000068400,X,protein_coding
FTSJ1,ENSG00000068438,X,protein_coding
PRR11,ENSG00000068489,17,protein_coding
REEP1,ENSG00000068615,2,protein_coding
ATP11A,ENSG00000068650,13,protein_coding
POLR1A,ENSG00000068654,2,protein_coding
LAPTM4A,ENSG00000068697,2,protein_coding
TTC7A,ENSG00000068724,2,protein_coding
IP6K2,ENSG00000068745,3,protein_coding
STON1-GTF2A1L,ENSG00000068781,2,protein_coding
SRBD1,ENSG00000068784,2,protein_coding
KIF2A,ENSG00000068796,5,protein_coding
RASGRP2,ENSG00000068831,11,protein_coding
PSME4,ENSG00000068878,2,protein_coding
IFT80,ENSG00000068885,3,protein_coding
SIRT2,ENSG00000068903,19,protein_coding
ERLEC1,ENSG00000068912,2,protein_coding
PPP2R5B,ENSG00000068971,11,protein_coding
PYGM,ENSG00000068976,11,protein_coding
PAGE1,ENSG00000068985,X,protein_coding
PITX1,ENSG00000069011,5,protein_coding
TRPC7,ENSG00000069018,5,protein_coding
MAST4,ENSG00000069020,5,protein_coding
ADGRF5,ENSG00000069122,6,protein_coding
SDK2,ENSG00000069188,17,protein_coding
ADAM7,ENSG00000069206,8,protein_coding
NUP133,ENSG00000069248,1,protein_coding
NUCKS1,ENSG00000069275,1,protein_coding
VPS35,ENSG00000069329,16,protein_coding
DNAJA2,ENSG00000069345,16,protein_coding
BCL3,ENSG00000069399,19,protein_coding
KCNAB2,ENSG00000069424,1,protein_coding
ABCC9,ENSG00000069431,12,protein_coding
GAL,ENSG00000069482,11,protein_coding
CLEC2D,ENSG00000069493,12,protein_coding
FUNDC1,ENSG00000069509,X,protein_coding
MAOB,ENSG00000069535,X,protein_coding
RORA,ENSG00000069667,15,protein_coding
DRD4,ENSG00000069696,11,protein_coding
TGFBR3,ENSG00000069702,1,protein_coding
PLA2G10,ENSG00000069764,16,protein_coding
HES2,ENSG00000069812,1,protein_coding
ATP1B3,ENSG00000069849,3,protein_coding
NEDD4,ENSG00000069869,15,protein_coding
PIGB,ENSG00000069943,15,protein_coding
MAPK6,ENSG00000069956,15,protein_coding
GNB5,ENSG00000069966,15,protein_coding
RAB27A,ENSG00000069974,15,protein_coding
HDHD5,ENSG00000069998,22,protein_coding
LRP6,ENSG00000070018,12,protein_coding
GUCY2C,ENSG00000070019,12,protein_coding
SCT,ENSG00000070031,11,protein_coding
PHRF1,ENSG00000070047,11,protein_coding
NUCB2,ENSG00000070081,11,protein_coding
PFN2,ENSG00000070087,3,protein_coding
PTPN3,ENSG00000070159,9,protein_coding
SPTB,ENSG00000070182,14,protein_coding
DAPP1,ENSG00000070190,4,protein_coding
FGF10,ENSG00000070193,5,protein_coding
SLC44A1,ENSG00000070214,9,protein_coding
TMEM260,ENSG00000070269,14,protein_coding
SMG6,ENSG00000070366,17,protein_coding
EXOC5,ENSG00000070367,14,protein_coding
CLTCL1,ENSG00000070371,22,protein_coding
FGF22,ENSG00000070388,19,protein_coding
FSTL3,ENSG00000070404,19,protein_coding
DGCR2,ENSG00000070413,22,protein_coding
RNF126,ENSG00000070423,19,protein_coding
MNT,ENSG00000070444,17,protein_coding
ZXDC,ENSG00000070476,3,protein_coding
JMJD6,ENSG00000070495,17,protein_coding
POLB,ENSG00000070501,8,protein_coding
ST6GALNAC1,ENSG00000070526,17,protein_coding
WIPI1,ENSG00000070540,17,protein_coding
FRMPD1,ENSG00000070601,9,protein_coding
GBA2,ENSG00000070610,9,protein_coding
NDST1,ENSG00000070614,5,protein_coding
ASNS,ENSG00000070669,7,protein_coding
AP3M2,ENSG00000070718,8,protein_coding
CNGB1,ENSG00000070729,16,protein_coding
ST6GALNAC2,ENSG00000070731,17,protein_coding
CHAT,ENSG00000070748,10,protein_coding
PABPC1,ENSG00000070756,8,protein_coding
TESK2,ENSG00000070759,1,protein_coding
CFAP20,ENSG00000070761,16,protein_coding
CSNK2A2,ENSG00000070770,16,protein_coding
PTPN21,ENSG00000070778,14,protein_coding
EIF2B3,ENSG00000070785,1,protein_coding
CAMK2A,ENSG00000070808,5,protein_coding
TCOF1,ENSG00000070814,5,protein_coding
CDC42,ENSG00000070831,1,protein_coding
OSBPL3,ENSG00000070882,7,protein_coding
EPHA8,ENSG00000070886,1,protein_coding
SLC12A3,ENSG00000070915,16,protein_coding
RAD18,ENSG00000070950,3,protein_coding
ATP2B1,ENSG00000070961,12,protein_coding
TRPM5,ENSG00000070985,11,protein_coding
NCK2,ENSG00000071051,2,protein_coding
MAP4K4,ENSG00000071054,2,protein_coding
MGAT4A,ENSG00000071073,2,protein_coding
RPL31,ENSG00000071082,2,protein_coding
WDR1,ENSG00000071127,4,protein_coding
SNX13,ENSG00000071189,7,protein_coding
MS4A12,ENSG00000071203,11,protein_coding
ARHGAP10,ENSG00000071205,4,protein_coding
RPS6KA2,ENSG00000071242,6,protein_coding
ING3,ENSG00000071243,7,protein_coding
VASH1,ENSG00000071246,14,protein_coding
LMCD1,ENSG00000071282,3,protein_coding
SEL1L,ENSG00000071537,14,protein_coding
TRIP13,ENSG00000071539,5,protein_coding
ATP6AP1,ENSG00000071553,X,protein_coding
TCF3,ENSG00000071564,19,protein_coding
TRIB2,ENSG00000071575,2,protein_coding
DAZAP1,ENSG00000071626,19,protein_coding
MBD3,ENSG00000071655,19,protein_coding
PRLH,ENSG00000071677,2,protein_coding
HLTF,ENSG00000071794,3,protein_coding
FAM50A,ENSG00000071859,X,protein_coding
FAM3A,ENSG00000071889,X,protein_coding
CPSF1,ENSG00000071894,8,protein_coding
MYO3B,ENSG00000071909,2,protein_coding
CYBRD1,ENSG00000071967,2,protein_coding
CDH19,ENSG00000071991,18,protein_coding
PDCD2,ENSG00000071994,6,protein_coding
SLC6A15,ENSG00000072041,12,protein_coding
RDH11,ENSG00000072042,14,protein_coding
PRKACA,ENSG00000072062,19,protein_coding
ADGRL1,ENSG00000072071,19,protein_coding
SPP2,ENSG00000072080,2,protein_coding
