,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
718,718,RORA,0.0004125399266397,UnipolarDepression,ENSG00000069667,Tier 3A,RORA,15,60780483.0,61521518.0,-1.0,RAR-related orphan receptor A [Source:HGNC Symbol;Acc:10258],5.0,1.0,0.6,0.6
728,728,SMPD3,0.0004093466694797,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
732,732,GPR151,0.0004090749371548,EssentialTremor,ENSG00000173250,Tier 3B,GPR151,5,145892666.0,145895753.0,-1.0,G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:23624],0.0,1.0,0.6,0.6
751,751,SPON1,0.0004024682761509,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
752,752,RTN4R,0.0004019822871862,Schizophrenia,ENSG00000040608,Tier 3A,RTN4R,22,20228938.0,20270769.0,-1.0,reticulon 4 receptor [Source:HGNC Symbol;Acc:18601],0.0,1.0,1.0,0.6
759,759,ACE,0.0003989173271295,AD,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,0.6
759,759,ACE,0.0003989173271295,IntracranialHemorrhage,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,0.6
760,760,PRKAG1,0.0003980706328755,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
768,768,NOX4,0.0003943192916286,AnorexiaNervosa,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
768,768,NOX4,0.0003943192916286,BipolarDisorder,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
768,768,NOX4,0.0003943192916286,OCD,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
768,768,NOX4,0.0003943192916286,Schizophrenia,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
768,768,NOX4,0.0003943192916286,TouretteSyndrome,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
768,768,NOX4,0.0003943192916286,UnipolarDepression,ENSG00000086991,Tier 2,NOX4,11,89057524.0,89322779.0,-1.0,NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891],11.0,1.0,0.6,0.6
777,777,CASP1,0.0003913033529969,Schizophrenia,ENSG00000137752,Tier 1,CASP1,11,104896170.0,104972158.0,-1.0,"caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1499]",0.0,1.0,0.6,0.6
781,781,STK4,0.0003899505009865,BipolarDisorder,ENSG00000101109,Tier 1,STK4,20,43595115.0,43708600.0,1.0,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:11408],0.0,1.0,0.6,0.6
781,781,STK4,0.0003899505009865,UnipolarDepression,ENSG00000101109,Tier 1,STK4,20,43595115.0,43708600.0,1.0,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:11408],0.0,1.0,0.6,0.6
785,785,CD6,0.0003889148836062,MS,ENSG00000013725,Tier 1,CD6,11,60739115.0,60787849.0,1.0,CD6 molecule [Source:HGNC Symbol;Acc:1691],3.0,0.6,1.0,0.6
796,796,CMKLR1,0.0003812777349423,Schizophrenia,ENSG00000174600,Tier 2,CMKLR1,12,108681821.0,108733118.0,-1.0,chemokine-like receptor 1 [Source:HGNC Symbol;Acc:2121],0.0,1.0,1.0,0.6
807,807,STK39,0.0003750577394489,PD,ENSG00000198648,Tier 2,STK39,2,168810530.0,169104651.0,-1.0,serine threonine kinase 39 [Source:HGNC Symbol;Acc:17717],2.0,1.0,0.6,0.6
809,809,MAPKAPK3,0.0003734087404585,Schizophrenia,ENSG00000114738,Tier 2,MAPKAPK3,3,50648951.0,50686720.0,1.0,mitogen-activated protein kinase-activated protein kinase 3 [Source:HGNC Symbol;Acc:6888],1.0,1.0,0.6,0.6
810,810,TBK1,0.0003734087404585,ALS,ENSG00000183735,Tier 1,TBK1,12,64845660.0,64895888.0,1.0,TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584],0.0,1.0,0.6,0.6
810,810,TBK1,0.0003734087404585,FrontotemporalDementia,ENSG00000183735,Tier 1,TBK1,12,64845660.0,64895888.0,1.0,TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584],0.0,1.0,0.6,0.6
815,815,CTSS,0.0003720807231428,Schizophrenia,ENSG00000163131,Tier 1,CTSS,1,150702672.0,150738433.0,-1.0,cathepsin S [Source:HGNC Symbol;Acc:2545],5.0,1.0,0.6,0.6
817,817,ADAMTS4,0.0003708693357448,AD,ENSG00000158859,Tier 2,ADAMTS4,1,161154098.0,161168846.0,-1.0,"ADAM metallopeptidase with thrombospondin type 1 motif, 4 [Source:HGNC Symbol;Acc:220]",0.0,1.0,1.0,0.6
819,819,MOG,0.0003692030242934,NarcolepsyCataplexy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
819,819,MOG,0.0003692030242934,Narcolepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
819,819,MOG,0.0003692030242934,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
820,820,HDAC5,0.0003685001862034,BipolarDisorder,ENSG00000108840,Tier 1,HDAC5,17,42154114.0,42201070.0,-1.0,histone deacetylase 5 [Source:HGNC Symbol;Acc:14068],3.0,1.0,0.6,0.6
824,824,FURIN,0.0003676868996731,AnorexiaNervosa,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,BipolarDisorder,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,MajorDepressiveDisorder,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,OCD,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,Schizophrenia,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,TouretteSyndrome,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
824,824,FURIN,0.0003676868996731,UnipolarDepression,ENSG00000140564,Tier 3A,FURIN,15,91411822.0,91426688.0,1.0,furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:8568],4.0,0.6,1.0,0.6
827,827,PON1,0.0003674961509441,ALS,ENSG00000005421,Tier 1,PON1,7,94926988.0,95025673.0,-1.0,paraoxonase 1 [Source:HGNC Symbol;Acc:9204],3.0,0.6,1.0,1.0
833,833,HDC,0.0003644737489792,TouretteSyndrome,ENSG00000140287,Tier 2,HDC,15,50534144.0,50558223.0,-1.0,histidine decarboxylase [Source:HGNC Symbol;Acc:4855],0.0,1.0,0.6,0.6
835,835,PRKG1,0.000361392001358,Schizophrenia,ENSG00000185532,Tier 2,PRKG1,10,52750945.0,54058110.0,1.0,"protein kinase, cGMP-dependent, type I [Source:HGNC Symbol;Acc:9414]",1.0,1.0,0.6,0.6
860,860,PLCE1,0.0003452978787655,BrainAneurysm,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
860,860,PLCE1,0.0003452978787655,MigraineDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
875,875,LILRA5,0.0003349913873796,AD,ENSG00000187116,Tier 3A,LILRA5,19,54818353.0,54824409.0,-1.0,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:HGNC Symbol;Acc:16309]",0.0,0.6,1.0,0.6
880,880,GPR25,0.0003247519735805,MS,ENSG00000170128,Tier 3B,GPR25,1,200842083.0,200843306.0,1.0,G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:4480],1.0,1.0,1.0,0.6
889,889,BTN3A2,0.0003195710402147,BipolarDisorder,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,0.6,1.0,0.6
889,889,BTN3A2,0.0003195710402147,MajorDepressiveDisorder,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,0.6,1.0,0.6
889,889,BTN3A2,0.0003195710402147,Schizophrenia,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,0.6,1.0,0.6
891,891,PPARA,0.0003178492756171,BipolarDisorder,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,0.6,1.0
891,891,PPARA,0.0003178492756171,MajorDepressiveDisorder,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,0.6,1.0
891,891,PPARA,0.0003178492756171,Schizophrenia,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,0.6,1.0
891,891,PPARA,0.0003178492756171,UnipolarDepression,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,0.6,1.0
892,892,THRB,0.0003178492756171,Schizophrenia,ENSG00000151090,Tier 1,THRB,3,24158651.0,24536773.0,-1.0,"thyroid hormone receptor, beta [Source:HGNC Symbol;Acc:11799]",3.0,1.0,0.6,0.6
893,893,THRA,0.0003178492756171,BipolarDisorder,ENSG00000126351,Tier 1,THRA,17,38214543.0,38250120.0,1.0,"thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]",7.0,1.0,0.6,0.6
893,893,THRA,0.0003178492756171,MS,ENSG00000126351,Tier 1,THRA,17,38214543.0,38250120.0,1.0,"thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]",7.0,1.0,0.6,0.6
893,893,THRA,0.0003178492756171,NeuroticDisorder,ENSG00000126351,Tier 1,THRA,17,38214543.0,38250120.0,1.0,"thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]",7.0,1.0,0.6,0.6
894,894,NR1H3,0.0003178492756171,MS,ENSG00000025434,Tier 2,NR1H3,11,47269851.0,47290396.0,1.0,"nuclear receptor subfamily 1, group H, member 3 [Source:HGNC Symbol;Acc:7966]",11.0,1.0,0.6,0.6
908,908,HAVCR2,0.0003056657573383,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
912,912,CNTNAP2,0.0003018734315406,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
912,912,CNTNAP2,0.0003018734315406,PartialEpilepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
926,926,RPS6KA2,0.0002988500244952,BipolarDisorder,ENSG00000071242,Tier 1,RPS6KA2,6,166822852.0,167319939.0,-1.0,"ribosomal protein S6 kinase, 90kDa, polypeptide 2 [Source:HGNC Symbol;Acc:10431]",0.0,1.0,0.6,0.6
944,944,SLC10A2,0.0002907533847108,AD,ENSG00000125255,Tier 1,SLC10A2,13,103696350.0,103719196.0,-1.0,"solute carrier family 10 (sodium/bile acid cotransporter), member 2 [Source:HGNC Symbol;Acc:10906]",0.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,AnorexiaNervosa,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,BipolarDisorder,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,OCD,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,Schizophrenia,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,TouretteSyndrome,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
948,948,CYP17A1,0.0002904642427886,UnipolarDepression,ENSG00000148795,Tier 1,CYP17A1,10,104590288.0,104597290.0,-1.0,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]",24.0,1.0,0.6,1.0
959,959,IMPG2,0.0002869848704949,MS,ENSG00000081148,Tier 3B,IMPG2,3,100941390.0,101039404.0,-1.0,interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:18362],0.0,0.6,1.0,0.6
961,961,UNC5C,0.0002844886037848,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
982,982,APOC4,0.0002799870214217,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
983,983,CELSR3,0.0002795795415861,AnorexiaNervosa,ENSG00000008300,Tier 3B,CELSR3,3,48673902.0,48700348.0,-1.0,"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]",0.0,0.6,1.0,0.6
983,983,CELSR3,0.0002795795415861,TouretteSyndrome,ENSG00000008300,Tier 3B,CELSR3,3,48673902.0,48700348.0,-1.0,"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]",0.0,0.6,1.0,0.6
983,983,CELSR3,0.0002795795415861,UnipolarDepression,ENSG00000008300,Tier 3B,CELSR3,3,48673902.0,48700348.0,-1.0,"cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]",0.0,0.6,1.0,0.6
986,986,SCARF1,0.0002773946986027,BrainAneurysm,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1031,1031,ALPK3,0.0002666663682159,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1031,1031,ALPK3,0.0002666663682159,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1031,1031,ALPK3,0.0002666663682159,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1044,1044,FAM3B,0.0002653352192363,Schizophrenia,ENSG00000183844,Tier 3A,FAM3B,21,42676139.0,42729358.0,1.0,"family with sequence similarity 3, member B [Source:HGNC Symbol;Acc:1253]",2.0,0.6,1.0,0.6
1064,1064,TUBA4A,0.0002630863778969,ALS,ENSG00000127824,Tier 3B,TUBA4A,2,220114433.0,220142892.0,-1.0,"tubulin, alpha 4a [Source:HGNC Symbol;Acc:12407]",0.0,1.0,1.0,0.6
1067,1067,TNK2,0.0002630863778969,PD,ENSG00000061938,Tier 1,TNK2,3,195590235.0,195638816.0,-1.0,"tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:19297]",0.0,1.0,0.6,0.6
1069,1069,TXK,0.0002630863778969,MS,ENSG00000074966,Tier 1,TXK,4,48068410.0,48136273.0,-1.0,TXK tyrosine kinase [Source:HGNC Symbol;Acc:12434],0.0,1.0,0.6,0.6
1074,1074,AATK,0.0002630863778969,NeuroticDisorder,ENSG00000181409,Tier 3A,AATK,17,79091095.0,79139877.0,-1.0,apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:21],0.0,1.0,0.6,0.6
1074,1074,AATK,0.0002630863778969,UnipolarDepression,ENSG00000181409,Tier 3A,AATK,17,79091095.0,79139877.0,-1.0,apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:21],0.0,1.0,0.6,0.6
1099,1099,CD19,0.0002630863778969,PD,ENSG00000177455,Tier 1,CD19,16,28943260.0,28950667.0,1.0,CD19 molecule [Source:HGNC Symbol;Acc:1633],8.0,0.6,1.0,0.6
1103,1103,VRK1,0.0002621392982371,ALS,ENSG00000100749,Tier 3A,VRK1,14,97263641.0,97398059.0,1.0,vaccinia related kinase 1 [Source:HGNC Symbol;Acc:12718],0.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,AnorexiaNervosa,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,BipolarDisorder,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,MajorDepressiveDisorder,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,OCD,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,PartialEpilepsy,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,Schizophrenia,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,TouretteSyndrome,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1104,1104,VRK2,0.0002621392982371,UnipolarDepression,ENSG00000028116,Tier 1,VRK2,2,58134786.0,58387055.0,1.0,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:12719],2.0,1.0,0.6,0.6
1105,1105,ADGRB1,0.0002621392982371,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1105,1105,ADGRB1,0.0002621392982371,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1106,1106,PLK2,0.0002621392982371,Schizophrenia,ENSG00000145632,Tier 2,PLK2,5,57749809.0,57756087.0,-1.0,polo-like kinase 2 [Source:HGNC Symbol;Acc:19699],0.0,1.0,0.6,0.6
1121,1121,CDH10,0.0002612926301903,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1123,1123,TMEM219,0.0002590063545562,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1124,1124,MS4A4A,0.0002582820244802,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1125,1125,ATP2A2,0.0002578374266461,AnorexiaNervosa,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1125,1125,ATP2A2,0.0002578374266461,BipolarDisorder,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1125,1125,ATP2A2,0.0002578374266461,OCD,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1125,1125,ATP2A2,0.0002578374266461,Schizophrenia,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1125,1125,ATP2A2,0.0002578374266461,TouretteSyndrome,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1125,1125,ATP2A2,0.0002578374266461,UnipolarDepression,ENSG00000174437,Tier 3B,ATP2A2,12,110718561.0,110788898.0,1.0,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]",2.0,1.0,0.6,0.6
1128,1128,LRRN3,0.0002574245354793,Schizophrenia,ENSG00000173114,Tier 3B,LRRN3,7,110731062.0,110765510.0,1.0,leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:17200],1.0,1.0,0.6,0.6
1132,1132,NOX3,0.000253372816416,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1141,1141,ADCY5,0.0002501332614882,PD,ENSG00000173175,Tier 1,ADCY5,3,123001143.0,123168605.0,-1.0,adenylate cyclase 5 [Source:HGNC Symbol;Acc:236],7.0,1.0,0.6,0.6
1142,1142,ADCY2,0.0002501332614882,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1142,1142,ADCY2,0.0002501332614882,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1170,1170,ZPBP2,0.0002496272132511,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1175,1175,MS4A2,0.0002459650889024,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1178,1178,SLC9A8,0.0002442894802389,ALS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1178,1178,SLC9A8,0.0002442894802389,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1179,1179,PSEN1,0.0002442894802389,AD,ENSG00000080815,Tier 1,PSEN1,14,73603126.0,73690399.0,1.0,presenilin 1 [Source:HGNC Symbol;Acc:9508],0.0,1.0,0.6,0.6
1179,1179,PSEN1,0.0002442894802389,FrontotemporalDementia,ENSG00000080815,Tier 1,PSEN1,14,73603126.0,73690399.0,1.0,presenilin 1 [Source:HGNC Symbol;Acc:9508],0.0,1.0,0.6,0.6
1180,1180,TLR9,0.0002442894802389,Schizophrenia,ENSG00000239732,Tier 1,TLR9,3,52255096.0,52273183.0,-1.0,toll-like receptor 9 [Source:HGNC Symbol;Acc:15633],6.0,1.0,1.0,0.6
1181,1181,CHI3L1,0.0002442894802389,Schizophrenia,ENSG00000133048,Tier 3A,CHI3L1,1,203148059.0,203155877.0,-1.0,chitinase 3-like 1 (cartilage glycoprotein-39) [Source:HGNC Symbol;Acc:1932],0.0,0.6,1.0,0.6
1192,1192,PIK3C2A,0.0002408403964281,BipolarDisorder,ENSG00000011405,Tier 2,PIK3C2A,11,17099277.0,17229530.0,-1.0,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]",3.0,1.0,0.6,0.6
1192,1192,PIK3C2A,0.0002408403964281,Schizophrenia,ENSG00000011405,Tier 2,PIK3C2A,11,17099277.0,17229530.0,-1.0,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]",3.0,1.0,0.6,0.6
1194,1194,TYR,0.0002407528717437,UnipolarDepression,ENSG00000077498,Tier 1,TYR,11,88910620.0,89028927.0,1.0,tyrosinase [Source:HGNC Symbol;Acc:12442],11.0,1.0,0.6,0.6
1195,1195,SCNN1A,0.0002407528717437,MS,ENSG00000111319,Tier 1,SCNN1A,12,6456009.0,6486896.0,-1.0,"sodium channel, non-voltage-gated 1 alpha subunit [Source:HGNC Symbol;Acc:10599]",0.0,1.0,1.0,0.6
1208,1208,LYVE1,0.0002383094977347,MigraineDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1208,1208,LYVE1,0.0002383094977347,MigraineWithAura,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1211,1211,ATP2B1,0.0002378568331165,BrainAneurysm,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1212,1212,GPR75,0.0002375156026717,AnorexiaNervosa,ENSG00000119737,Tier 3B,GPR75,2,54080050.0,54087126.0,-1.0,G protein-coupled receptor 75 [Source:HGNC Symbol;Acc:4526],0.0,1.0,0.6,0.6
1219,1219,SRPK2,0.0002348561113905,AnorexiaNervosa,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
1219,1219,SRPK2,0.0002348561113905,BipolarDisorder,ENSG00000135250,Tier 1,SRPK2,7,104751151.0,105039755.0,-1.0,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],1.0,1.0,0.6,0.6
